layers, nll
8, 1664.222265
8, 1669.377729
8, 1706.285112
8, 1706.285112
8, 1674.555427
8, 1674.555427
8, 1669.821184
8, 1619.802142
8, 1619.802142
8, 1619.802142
8, 1619.802142
8, 1619.802142
8, 1410.687355
8, 1410.687355
8, 1410.173771
8, 1405.350267
8, 1403.421960
9, 1197.500945
9, 1197.500945
9, 1197.260962
9, 1197.260962
9, 1197.260962
9, 1197.252739
9, 977.053285
9, 977.053285
9, 983.493392
9, 1015.116496
9, 1015.116496
8, 1021.089882
8, 1021.089882
8, 1021.089882
8, 1020.894576
8, 993.536532
8, 993.536532
8, 2962.638628
9, 2962.638628
9, 2963.392794
9, 2978.027528
9, 2978.027528
9, 2978.027528
9, 2978.027528
9, 2978.027528
9, 1828.950929
9, 1828.950929
10, 1828.950929
10, 1828.950929
10, 1828.950929
9, 3023.684225
8, 3051.121909
8, 3056.147644
8, 2774.465719
8, 2801.770980
8, 2852.240331
7, 2901.397778
7, 3492.234498
7, 3493.197693
7, 3440.968713
7, 3452.897403
7, 3931.758531
7, 3933.296489
7, 3886.388236
6, 3826.478271
6, 3826.478271
6, 3837.949266
6, 3803.663996
6, 3812.916051
6, 3812.916051
6, 3827.523530
7, 4178.897656
7, 4176.411137
7, 4176.981055
6, 2774.705867
6, 2880.072846
7, 3467.160974
7, 3467.160974
8, 3417.069029
8, 3414.380780
8, 3134.153540
8, 3146.498843
8, 3143.446711
8, 3154.264029
8, 3151.378747
7, 2973.067743
7, 2958.664645
7, 2971.718187
7, 2797.393985
7, 2797.393985
7, 2797.393985
7, 2857.834334
6, 2877.469302
6, 3091.143368
6, 3091.143368
6, 3091.143368
6, 3091.143368
6, 3154.976384
6, 3154.976384
6, 3154.976384
6, 3155.163233
6, 3155.163233
6, 2133.018990
7, 2134.553881
7, 2134.553881
7, 2134.553881
6, 2120.943115
6, 2120.943115
7, 2128.020050
7, 2128.020050
7, 2130.501425
7, 2130.501425
7, 2130.501425
7, 2130.501425
7, 2130.501425
7, 2128.287902
7, 2128.287902
7, 2128.896513
7, 2127.968989
8, 2131.633035
9, 2106.330209
9, 2105.438750
9, 2103.872428
9, 2103.872428
9, 2103.872428
9, 1721.687923
9, 1721.687923
9, 1700.975930
9, 1700.975930
9, 1705.753978
8, 1702.540100
8, 1702.540100
8, 1693.839704
7, 1661.134713
7, 1691.856024
7, 1689.087951
8, 1684.939797
7, 1688.887586
7, 1688.887586
7, 1688.887586
7, 1686.833282
7, 1686.833282
7, 1592.932483
7, 1592.932483
7, 1601.740041
7, 1475.014823
7, 1475.014823
7, 1435.068289
7, 1435.068289
7, 1324.882470
7, 1324.882470
7, 1324.882470
7, 1208.949049
7, 1247.251501
7, 1247.251501
7, 1168.161423
7, 1444.584541
7, 1446.339722
7, 1446.339722
8, 1200.995880
8, 1210.871253
8, 1210.871253
8, 1210.871253
8, 1210.871253
9, 1244.086704
9, 1244.086704
9, 1244.086704
9, 1244.086704
9, 1244.086704
9, 1243.722197
9, 1243.722197
9, 1242.952697
8, 1138.478485
8, 1138.273610
8, 1138.273610
7, 1349.836321
7, 1351.084676
7, 1351.084676
7, 1351.084676
7, 1344.180566
7, 1379.986011
7, 1379.986011
7, 1379.986011
7, 1465.670541
7, 1465.670541
7, 1469.939492
8, 1469.935844
8, 1469.935844
8, 1469.935844
8, 1469.935844
8, 1472.343784
8, 1369.864976
8, 1369.864976
8, 1369.864976
8, 1392.151427
7, 1249.621145
7, 1249.621145
7, 1249.621145
7, 1249.621145
7, 1249.621145
7, 1324.141778
6, 1518.288595
6, 1518.288595
6, 1544.483749
6, 1747.517680
6, 1747.517680
6, 1727.384530
6, 1727.384530
6, 1727.384530
6, 2056.293081
6, 2056.293081
6, 2105.083795
6, 2105.083795
6, 2106.404329
6, 1675.819564
6, 1675.819564
6, 1637.465692
6, 1637.465692
7, 1634.942622
7, 1646.411112
7, 1644.203873
7, 1521.873443
7, 1522.184680
7, 1522.184680
7, 1515.619134
7, 1449.778827
7, 1408.997035
7, 1409.032615
8, 1422.187153
8, 1422.187153
8, 1422.187153
8, 1467.260460
8, 1467.260460
8, 1486.105262
8, 1903.755997
9, 1788.075982
8, 1710.582297
8, 1712.531189
8, 1712.583953
9, 1210.178170
9, 1231.861727
9, 1231.315140
8, 1215.743470
8, 1138.450590
8, 1304.573419
8, 1315.020141
8, 1315.020141
8, 1487.240087
7, 2253.336318
7, 2253.336318
7, 2253.336318
7, 2253.336318
7, 2143.257289
7, 2143.126427
7, 2154.557617
6, 3093.180686
6, 3093.180686
6, 3090.924973
6, 3093.659546
6, 3069.993087
6, 3128.053398
6, 3128.053398
7, 2142.733007
7, 2126.872605
7, 2017.706768
7, 1882.196653
7, 1882.196653
7, 1313.557224
7, 1313.696694
6, 1312.955278
6, 1393.967238
6, 1393.967238
6, 1390.026718
6, 1390.026718
6, 1395.616696
6, 1395.616696
6, 1395.616696
6, 1395.616696
6, 1395.616696
7, 1389.455340
7, 1389.290514
7, 1389.290514
7, 1389.290514
7, 1387.985942
8, 1345.431136
7, 1387.985942
8, 1343.993194
8, 1343.993194
9, 1745.786620
8, 1745.685424
9, 1745.760507
9, 1745.760507
9, 1615.024489
9, 1149.741311
9, 1149.741311
9, 1149.741311
9, 1154.937990
9, 1154.937990
9, 1154.937990
9, 1320.711957
9, 1320.711957
9, 1320.711957
9, 1296.642521
9, 714.207553
9, 714.207553
9, 714.207553
8, 771.521016
8, 771.521016
8, 798.364909
8, 798.368636
8, 798.370336
8, 798.370336
8, 798.370336
8, 798.277055
8, 798.277055
8, 798.277055
8, 707.624930
9, 708.015096
9, 708.015096
9, 549.027793
9, 634.351420
8, 634.436522
8, 656.443584
7, 2082.827240
7, 2081.062552
8, 2127.517610
8, 2127.517610
8, 2127.268231
8, 2126.654940
8, 2126.654940
8, 2126.654940
8, 2126.654940
8, 2126.654940
8, 2126.654940
8, 2126.084276
8, 2072.434536
8, 2072.362970
8, 2038.195172
8, 2038.195172
8, 2037.086899
9, 2036.495412
9, 2036.703498
9, 2036.992745
9, 2036.992745
9, 2036.888271
9, 2036.001976
9, 2034.362865
9, 1139.336216
9, 1127.610486
10, 1127.733745
10, 1127.733745
10, 1127.733745
9, 1127.754615
9, 1127.754615
9, 1130.784874
10, 1130.786566
10, 1139.805313
10, 1139.795041
10, 1140.496917
10, 1140.496917
10, 1140.483521
10, 1140.483521
9, 1138.221471
9, 1138.221471
9, 1138.221471
9, 1138.221471
9, 1138.426283
9, 1138.426283
9, 1150.520975
9, 1150.514682
9, 1150.521257
9, 1152.131876
9, 1153.440045
9, 1149.168089
9, 1048.706908
9, 1048.690805
9, 1036.977326
9, 1036.977326
10, 3376.961767
10, 3377.022297
10, 3402.423766
10, 3402.423766
10, 3406.803960
10, 3406.482878
10, 3406.324605
11, 3406.046896
11, 3406.046896
11, 3406.038157
11, 3406.038157
11, 3407.452963
10, 3405.960805
10, 1997.388455
10, 1997.388455
10, 1996.145694
10, 1996.263414
11, 1139.271831
11, 1139.271831
12, 497.357364
13, 540.244882
12, 793.283007
12, 788.974528
13, 1234.777777
13, 1211.339440
13, 1200.137674
12, 1175.215045
12, 1174.027112
12, 1174.338238
12, 1174.338238
12, 1174.503330
12, 1174.503330
11, 1174.013706
11, 1298.022233
11, 1298.246778
11, 1298.229084
11, 1297.574994
11, 1360.711332
11, 1360.600256
11, 1572.529468
11, 1572.761590
11, 1572.617417
11, 1572.603304
11, 1572.610709
11, 1572.610709
11, 1544.013417
11, 1544.860859
11, 1544.860859
12, 1010.578298
12, 1015.258605
12, 1015.258605
12, 1015.252848
12, 1015.262486
13, 865.221429
13, 892.996927
13, 892.996948
13, 892.996948
13, 892.592945
13, 892.592945
13, 892.566304
13, 836.182851
13, 836.182851
13, 836.183693
13, 840.303134
14, 840.262819
14, 882.982026
14, 843.276000
14, 843.295680
14, 709.751148
14, 709.751148
14, 709.725042
15, 595.486256
15, 595.486256
15, 595.158410
14, 596.418513
14, 596.418513
14, 596.418513
14, 641.502361
14, 646.769598
14, 646.769598
15, 646.769598
15, 646.769598
15, 646.583293
15, 646.583293
15, 646.976404
16, 618.934889
16, 618.934889
16, 626.806505
16, 626.803177
16, 629.179166
15, 629.179166
15, 629.179166
15, 629.179166
15, 629.909020
15, 629.909020
15, 659.238580
15, 659.114856
14, 489.619483
14, 489.619483
14, 489.619483
14, 489.619483
14, 489.619483
14, 486.734711
14, 488.492923
15, 488.492923
15, 488.492923
15, 488.492923
15, 488.478393
15, 490.513550
15, 516.180707
15, 515.890239
15, 515.890239
15, 515.890239
15, 515.890239
15, 515.890239
15, 515.890239
15, 515.890239
15, 518.787764
15, 512.662767
15, 512.662767
15, 509.967218
15, 330.927996
16, 191.044431
16, 191.044431
16, 191.044431
16, 191.091884
16, 189.838719
16, 185.945603
16, 185.762913
16, 182.971933
16, 182.801846
15, 174.734243
15, 174.734243
15, 174.734243
15, 174.734243
15, 174.734243
15, 174.759880
15, 159.990282
15, 151.080866
16, 151.097628
16, 151.097628
16, 151.098811
15, 151.098811
15, 151.098811
15, 151.038341
15, 170.501212
15, 166.540144
15, 166.212489
15, 166.212489
14, 244.734047
14, 244.732885
14, 244.140962
14, 244.728696
14, 244.728696
14, 245.877276
14, 245.877276
14, 245.877276
14, 245.843919
14, 257.408091
13, 1398.907680
13, 1398.889040
13, 1398.903000
12, 1687.560436
12, 1686.718766
12, 1719.702668
12, 1865.715605
12, 1866.341908
12, 1866.341908
12, 1866.341908
12, 1861.568284
12, 1861.438087
12, 1861.438087
12, 1861.433959
12, 1074.395797
12, 1074.057754
11, 1090.076848
11, 1090.076848
11, 1090.076848
12, 1086.391008
13, 1028.381606
13, 1028.385689
12, 1102.863117
12, 1102.863117
12, 1102.870033
12, 1102.870033
12, 1102.870033
12, 1102.870033
12, 1102.870033
12, 1102.870033
11, 1105.501191
11, 1105.500279
11, 1105.500279
11, 1105.500279
11, 1105.500279
10, 1095.635390
10, 1095.803294
10, 1095.803294
10, 1095.803294
11, 1070.022721
11, 1990.986846
11, 1990.986846
11, 1991.078100
11, 1991.078100
11, 1991.078100
11, 1991.078100
11, 3171.674428
10, 3157.191221
10, 3158.926408
10, 3158.926408
10, 3015.553918
10, 3013.424929
10, 3013.424929
9, 3137.146471
9, 3137.146471
9, 3137.146471
9, 3137.146471
8, 1732.333893
8, 1732.333893
9, 1797.840865
8, 1732.333893
8, 1732.333893
8, 1649.366296
8, 1613.552132
8, 1613.552132
8, 1570.603373
8, 1370.444001
8, 1386.879640
8, 1386.879640
8, 1386.779166
8, 1386.792468
8, 1386.792468
7, 1492.281574
7, 1492.281574
7, 1492.281574
7, 1492.392789
8, 1492.180114
8, 1422.562396
8, 1422.562396
8, 1423.871512
8, 1534.162948
8, 1714.121140
8, 1714.121140
8, 1709.152966
8, 1683.440848
8, 1687.486376
8, 1687.761537
8, 1687.761537
8, 1687.757436
8, 1677.860149
8, 1677.860149
8, 1231.430556
8, 1231.430556
9, 1224.801635
9, 1224.643348
9, 1155.791958
8, 1156.218915
8, 1477.602160
8, 1490.505203
7, 1514.359713
7, 1514.359713
7, 1514.355037
7, 1340.161082
7, 1340.161082
7, 1961.215162
7, 1961.520638
7, 1961.539448
7, 1961.539448
7, 1963.050746
7, 1963.330769
7, 1963.330769
7, 1963.330769
7, 1963.330769
7, 1882.261969
7, 1882.261969
7, 1882.261969
7, 1882.312879
7, 1882.312879
7, 1432.340978
7, 1128.208991
7, 1128.208991
7, 1128.208991
7, 1128.208991
8, 1128.212032
8, 1618.620450
8, 1618.620450
7, 1644.840810
7, 1644.840810
7, 1644.840810
7, 1644.841547
7, 1607.627725
7, 3311.704299
7, 3311.704299
7, 1408.419324
8, 1288.073255
8, 1266.839682
8, 1118.159262
8, 1118.159262
8, 1025.279676
8, 1025.279676
9, 1025.012187
9, 1025.012187
9, 1025.011625
9, 1025.021509
9, 1701.225533
9, 1701.225533
9, 1702.033452
10, 1702.033452
10, 1672.705996
10, 1672.705996
10, 1672.702626
10, 1672.687765
10, 1671.961475
10, 1325.426267
10, 1325.426276
10, 1325.426276
10, 1325.426276
11, 1325.426276
11, 1325.426276
11, 1325.428084
12, 1324.445495
12, 1423.480060
12, 1423.472973
13, 1469.414837
13, 1469.414837
13, 1470.169000
13, 1590.619639
13, 1590.619639
13, 1590.657102
13, 1590.657102
12, 1582.872627
13, 1249.045719
13, 1249.045719
13, 1266.839941
13, 1267.100391
13, 1236.021040
12, 1402.946429
12, 1402.946429
12, 1402.945733
12, 1383.130261
11, 1316.059465
11, 1373.739480
11, 1373.738590
11, 1373.738590
11, 1373.738590
11, 1373.738590
11, 1373.738590
11, 1373.738608
11, 1373.739101
11, 1373.739109
11, 1509.956840
11, 1510.089756
12, 1771.627632
12, 1771.628904
11, 1771.628904
10, 1771.628887
10, 1771.629317
11, 1663.759371
11, 1663.759371
11, 1716.107910
11, 1715.676184
11, 1715.676184
11, 1757.867453
11, 1547.727310
10, 1867.491877
10, 1868.631637
11, 1868.631637
11, 1868.657424
10, 1864.303008
10, 1864.291793
10, 1864.291793
10, 1864.291793
10, 1857.890403
9, 1395.794435
9, 1395.794435
9, 1395.794435
9, 1395.794435
9, 1406.405508
9, 1405.269236
9, 1404.870547
9, 1404.870547
9, 1404.870547
10, 1405.005827
10, 1405.005827
10, 1405.005827
10, 1405.005827
10, 1405.065434
10, 1403.523096
10, 1403.523096
9, 1588.933893
9, 1599.444473
9, 1597.954842
9, 1597.954842
8, 1581.266969
8, 1781.402013
8, 1781.402013
9, 1781.402013
9, 1739.929654
9, 1762.966826
8, 1798.920158
8, 1798.920158
7, 1792.706932
6, 1797.995173
5, 1802.930221
4, 1762.673138
4, 1762.673138
4, 1497.897321
4, 1607.911310
5, 1387.663907
6, 1478.410346
6, 1428.809940
6, 1428.809940
6, 1429.533611
6, 1429.533611
7, 1307.245389
7, 1307.245389
7, 1306.535177
7, 1306.751852
7, 1306.493775
7, 1320.953743
7, 1320.953743
7, 1309.237490
7, 1309.108059
6, 1528.598413
7, 1558.761854
7, 1660.400560
7, 1660.400560
7, 1660.400560
6, 2302.178050
7, 2380.223549
7, 2387.634144
7, 2387.634144
7, 3570.227611
7, 3567.128427
7, 3893.018017
7, 3975.244216
7, 3966.329002
7, 3972.699475
7, 3972.699475
7, 3976.149356
7, 3976.149356
7, 3868.730925
7, 3868.730925
7, 3863.607596
7, 3863.607596
7, 3862.383152
7, 3862.383152
7, 3862.383152
7, 3853.450503
6, 3134.460464
6, 3181.289396
6, 3181.289396
6, 3181.289396
6, 3196.408388
6, 3202.330188
6, 3039.902442
6, 3042.237602
6, 2953.587874
6, 2953.587874
7, 2952.161079
7, 2960.968487
7, 2913.938378
7, 2913.938378
7, 2913.414096
7, 2913.012852
7, 2909.204866
7, 3201.445716
7, 3145.538889
7, 3110.111924
7, 3125.196269
7, 3197.127098
7, 3246.522576
6, 2979.610884
6, 2979.610884
6, 2973.894710
6, 2973.894710
6, 2972.399147
6, 2972.423832
6, 2972.524810
6, 2972.524810
6, 2554.370844
6, 2554.705592
6, 2594.653247
6, 2594.653247
6, 2575.350823
6, 2580.151819
6, 2323.444546
6, 2323.444546
6, 2323.444546
6, 2301.158068
6, 2301.158068
6, 2301.162107
6, 2301.162107
6, 2426.907177
6, 2426.907177
6, 2426.907177
6, 2422.903904
6, 2431.803485
6, 2556.481712
6, 2531.180855
6, 2561.465518
6, 2561.382902
6, 2605.383849
6, 2605.383849
6, 2614.685093
6, 2269.717319
6, 2507.958350
6, 2507.958350
6, 2507.999677
6, 2508.665215
6, 2510.497006
6, 2510.497006
6, 2550.762025
6, 2550.762025
6, 2550.762025
6, 2550.762025
6, 2554.379333
6, 2564.967157
6, 2423.952527
6, 2423.952527
6, 2423.952527
7, 2733.568991
7, 2894.373067
7, 3002.681297
7, 2819.692268
7, 2819.692268
7, 2819.692268
7, 2866.229506
7, 2863.555785
6, 2401.661979
6, 2401.661979
6, 2401.661979
6, 2402.106174
6, 2385.510869
6, 2385.510869
6, 2389.948504
6, 2389.948504
6, 2389.948504
6, 2401.707889
5, 2531.488863
5, 2521.378554
4, 1982.159582
4, 1982.159582
4, 2155.487118
4, 1965.784026
4, 1965.784026
4, 1965.784026
4, 1913.370028
4, 1913.370028
5, 1913.360030
5, 1913.360030
5, 1913.360030
5, 1913.360030
5, 1913.356776
5, 1913.356776
5, 1913.356776
5, 2303.324356
5, 2309.098708
5, 2317.716856
6, 2385.902042
6, 2385.878565
6, 2385.878565
6, 2385.878565
6, 2385.878349
6, 2570.622849
6, 2570.622849
6, 2570.622849
6, 2570.622849
7, 2356.640790
7, 2356.640790
7, 2355.430512
7, 2384.083983
7, 3193.084456
6, 3358.001149
6, 3358.001149
6, 3358.008523
6, 3358.008523
6, 3358.008523
7, 3378.448373
6, 3358.008523
6, 3358.008523
6, 3385.510653
6, 3385.510653
6, 3382.586397
7, 3314.561713
7, 3314.561713
6, 4123.143134
6, 4123.143134
7, 4184.012469
8, 2803.777369
8, 2803.777369
9, 2811.698248
9, 2811.698248
9, 2776.673521
9, 2478.003680
9, 2478.003680
9, 2149.673563
8, 2149.673563
8, 2149.673563
8, 2017.822418
8, 2017.524253
8, 2017.524253
8, 2017.524253
8, 2017.524253
7, 704.133907
7, 704.133907
8, 606.310198
7, 623.512833
7, 623.512833
7, 927.448495
7, 927.448495
7, 1333.751893
7, 1333.751893
7, 1304.315529
6, 2712.892166
6, 2712.892166
6, 2712.892166
6, 2712.892166
6, 2709.064883
6, 2709.064883
6, 2950.592446
6, 2950.592446
6, 2950.592446
6, 2950.592446
6, 2952.808946
6, 2990.126778
6, 2991.884349
6, 2991.884349
7, 2991.884349
8, 3499.236569
8, 3499.236569
8, 3499.236569
8, 3451.834192
9, 3451.834192
8, 3451.834192
8, 3469.598924
9, 3373.813424
9, 3373.813424
9, 2962.861935
9, 2962.673135
9, 2962.673135
8, 2391.798700
8, 2391.798700
8, 3084.259879
8, 3084.259879
8, 3084.259879
8, 3120.379754
8, 3120.379754
8, 3120.379629
8, 3120.380149
8, 3120.380143
8, 3120.380143
8, 3120.380143
8, 3119.960706
8, 2819.164636
8, 3105.831888
8, 3105.831888
8, 3106.676675
8, 3121.545853
8, 3119.240812
8, 3197.859670
8, 3844.926048
8, 3844.926048
9, 3810.544873
8, 3867.279561
8, 3867.285966
8, 3869.307402
8, 3854.413163
8, 3857.370417
8, 3857.370417
8, 3851.289931
8, 3851.289931
8, 3851.289931
8, 3851.178603
8, 3851.178603
8, 3853.255890
8, 3706.687868
