layers, nll
7, 82.127491
7, 82.127491
7, 82.159409
8, 82.178494
8, 85.720054
8, 123.732922
8, 123.730049
8, 119.069697
9, 142.377229
9, 154.330531
9, 147.210881
9, 147.936166
10, 130.562589
11, 130.561704
11, 130.561704
11, 130.568580
11, 130.568580
11, 130.535666
12, 130.580224
12, 130.578364
12, 133.707714
12, 133.707737
12, 133.707523
12, 133.707523
12, 133.707503
12, 133.707503
12, 133.707503
12, 133.707311
12, 133.707505
12, 133.707507
12, 133.707507
12, 133.703841
11, 133.523706
10, 133.523741
10, 132.456301
10, 130.125213
9, 130.122677
9, 130.122484
9, 130.122563
9, 130.224885
10, 121.189405
10, 121.137241
10, 121.118242
10, 121.123781
10, 121.124053
10, 121.124312
10, 121.124864
10, 121.124864
10, 120.703378
10, 120.619810
10, 120.619810
10, 120.705820
10, 120.705820
10, 120.705820
10, 121.897692
10, 121.896742
11, 121.779001
11, 121.783844
11, 121.783195
11, 121.783195
11, 745.746106
11, 744.255335
11, 743.098096
11, 743.855869
12, 743.149288
12, 743.150309
13, 743.144773
14, 743.144771
14, 743.144771
14, 743.144771
14, 748.778556
14, 748.654651
14, 748.654467
14, 748.654255
14, 748.664074
14, 748.664074
13, 750.508505
13, 748.069734
12, 748.758413
12, 748.758413
13, 748.758493
13, 748.758491
13, 748.750317
13, 752.752912
13, 752.851841
13, 752.952002
13, 752.956324
12, 752.956322
12, 753.068300
12, 753.008934
12, 753.008934
13, 753.005317
13, 753.005317
13, 217.929576
14, 217.921232
15, 217.921215
15, 217.881021
15, 217.855604
15, 217.808774
15, 217.808774
15, 212.966206
15, 212.921287
15, 212.883003
15, 212.882972
15, 212.878397
15, 212.749368
15, 212.864196
15, 212.864196
15, 212.864196
15, 213.885226
15, 213.885226
15, 213.885226
15, 213.967552
15, 449.586501
15, 448.638975
15, 448.637789
15, 448.643828
15, 448.643828
15, 448.298343
15, 448.299696
15, 448.299696
14, 448.299696
14, 448.087593
14, 448.087608
14, 448.087608
13, 448.141009
13, 448.137938
14, 379.408361
14, 379.408361
14, 379.405429
14, 379.405429
14, 379.399990
14, 379.399990
14, 379.404381
14, 373.845031
14, 372.182998
14, 371.795794
14, 371.795814
14, 371.782591
14, 371.782522
14, 371.822979
14, 371.774906
14, 441.330117
14, 441.303984
14, 441.191836
14, 441.191810
14, 441.191810
14, 441.191810
14, 441.191810
14, 441.191810
14, 441.246671
14, 441.246671
14, 441.246671
14, 441.246671
14, 441.246672
14, 441.271349
14, 441.639006
13, 442.272700
13, 442.280038
14, 442.118134
14, 442.118134
15, 445.916937
15, 445.916937
14, 449.307904
14, 449.307904
14, 449.308903
14, 449.332609
14, 449.343872
14, 449.343872
15, 444.505323
15, 444.504090
15, 444.489843
15, 444.489835
15, 444.489853
15, 444.507499
15, 444.506237
15, 444.506237
14, 443.573857
14, 443.573231
14, 443.573231
14, 443.573231
14, 443.573231
13, 443.557028
14, 443.558033
14, 444.719239
14, 444.719239
14, 449.183552
15, 449.183549
15, 454.246785
15, 454.945700
15, 454.945667
16, 454.928877
16, 454.928878
15, 454.928931
15, 454.947526
15, 454.947365
15, 454.947285
14, 454.874556
14, 454.874556
15, 454.874555
15, 454.874555
16, 454.880916
15, 454.887204
15, 454.887094
15, 466.924614
15, 466.924614
15, 466.925164
15, 466.925164
15, 466.925138
15, 466.925138
15, 466.925081
15, 466.925081
15, 466.925081
15, 466.925807
15, 466.925807
15, 466.931382
14, 523.231794
14, 523.231794
14, 523.231794
13, 523.380942
13, 523.380942
13, 523.388028
13, 523.388903
13, 490.871491
13, 490.871491
13, 490.871491
13, 490.871491
13, 490.871491
13, 490.871491
13, 490.871583
13, 863.052745
13, 863.052745
13, 863.052745
14, 857.699898
14, 857.699898
14, 857.699407
14, 857.699407
14, 857.699388
14, 857.699407
14, 857.660401
14, 857.660401
14, 857.660739
14, 842.805394
14, 842.805394
14, 842.806727
14, 842.816066
14, 842.816066
15, 1375.893801
15, 1375.893612
15, 1391.359093
15, 1391.359093
16, 1391.356893
16, 1391.356893
16, 508.402649
16, 508.402649
16, 508.408374
16, 508.231504
16, 508.231504
16, 508.231504
15, 508.229675
15, 508.229673
15, 508.204653
15, 508.162430
15, 508.162430
15, 508.077646
16, 508.073066
16, 508.119332
16, 508.119332
16, 516.736664
16, 516.736664
16, 516.736664
16, 516.736664
16, 516.736839
16, 516.736839
16, 516.611873
15, 516.611873
15, 516.611873
15, 516.611873
15, 516.612290
15, 516.604592
14, 501.021440
15, 501.021440
15, 501.021440
15, 501.925797
15, 502.010051
15, 502.026500
16, 502.026500
16, 502.026500
17, 502.695906
17, 502.695906
17, 502.695906
17, 502.695906
17, 502.695906
17, 502.695906
17, 502.695906
17, 499.111737
18, 499.084961
19, 499.084961
19, 499.084961
19, 499.084961
18, 499.092570
18, 499.092570
18, 499.099200
17, 502.269743
17, 502.269743
17, 502.269743
18, 502.163426
18, 501.899918
19, 501.998905
18, 501.998905
18, 501.981772
17, 501.981772
18, 496.992541
19, 497.047792
18, 497.097966
19, 497.097966
19, 497.097966
19, 496.953428
20, 495.946598
20, 495.945958
20, 495.945958
20, 495.945958
20, 495.945954
20, 495.945954
21, 495.978495
21, 495.978495
21, 495.987290
21, 496.192433
21, 496.192433
21, 496.216185
21, 496.214838
20, 501.513904
21, 397.215784
21, 397.215784
22, 397.215667
22, 397.206042
22, 397.206042
22, 397.206042
21, 397.292811
21, 444.477519
21, 444.701046
22, 444.701591
22, 444.652824
22, 444.652824
22, 444.652824
21, 444.652824
22, 444.652824
21, 481.192017
20, 483.799111
20, 483.678395
20, 483.671510
19, 480.501848
18, 480.403104
18, 480.402698
18, 480.421892
18, 480.544770
18, 480.561376
18, 480.563461
17, 480.581727
17, 481.515856
17, 481.516758
17, 481.370735
17, 481.370735
17, 481.370735
18, 481.491968
18, 481.304879
18, 477.404080
18, 477.210217
18, 477.237077
17, 477.243756
17, 477.243059
17, 477.241964
16, 472.832755
16, 472.832755
16, 472.810138
16, 472.798065
17, 341.357612
17, 341.265595
17, 341.265595
16, 339.982074
16, 339.982074
16, 340.148151
16, 340.147932
16, 346.446094
15, 346.539949
15, 346.539973
14, 346.779565
14, 346.779558
14, 326.679316
14, 326.679316
14, 326.679312
14, 326.679312
14, 326.679312
14, 321.617815
13, 321.617797
13, 321.617797
13, 321.617797
12, 322.001397
12, 322.001397
11, 322.079338
12, 322.079376
12, 322.079376
12, 322.079376
12, 322.079376
12, 488.314456
13, 365.403491
12, 365.403505
11, 346.919845
11, 346.919845
11, 346.919845
11, 346.919845
11, 346.919836
11, 346.919836
12, 347.179006
12, 347.073492
11, 347.073492
11, 347.073492
11, 347.226084
12, 347.206328
12, 347.206328
12, 347.206328
11, 347.347672
11, 347.357033
11, 356.206590
10, 356.028570
10, 356.028570
9, 356.028570
9, 353.489195
10, 353.050059
10, 352.419468
10, 357.922235
10, 352.665431
10, 352.665424
10, 356.141746
10, 245.144519
10, 126.500779
10, 126.488282
10, 321.418139
10, 316.747502
10, 316.747502
10, 316.745438
10, 316.745444
9, 300.477592
9, 300.477413
9, 303.962105
9, 303.962107
9, 303.962107
9, 303.597379
9, 303.832488
9, 303.832488
9, 303.832488
9, 310.224514
9, 311.698358
9, 311.698358
9, 311.374643
9, 311.374643
9, 312.282709
9, 312.282709
10, 312.864804
10, 312.864804
10, 312.814662
9, 294.927681
10, 294.927682
9, 294.923324
9, 303.321643
10, 318.448121
11, 315.126828
11, 314.834481
11, 314.834481
11, 314.834481
11, 314.960853
11, 314.960853
11, 432.667365
10, 432.224694
11, 778.587587
10, 509.665572
10, 509.648366
10, 509.648366
10, 509.651296
10, 509.651296
10, 671.345005
10, 671.346728
10, 672.407946
11, 676.706227
11, 676.706227
11, 676.520004
11, 676.520004
11, 676.424848
12, 676.424848
12, 676.424848
12, 676.424848
12, 676.424848
11, 676.424848
11, 676.424848
11, 676.249914
11, 676.249914
11, 676.524901
11, 676.524901
11, 676.510977
11, 676.722015
11, 676.722015
11, 1096.322468
11, 1096.322468
12, 1096.322468
12, 1096.148451
12, 1096.148451
12, 1096.148451
12, 1096.148451
11, 1096.148451
11, 1096.390294
11, 1096.607992
11, 1624.548721
10, 1624.667404
10, 1625.136284
10, 1625.136284
10, 1625.136293
10, 1625.136293
10, 1624.201593
10, 1624.201593
9, 1624.201194
8, 435.864513
8, 857.575810
8, 856.538253
8, 856.538253
8, 856.538253
8, 856.710640
8, 856.712335
8, 856.712333
8, 856.712333
8, 856.712333
8, 856.712333
8, 856.712333
8, 856.712333
9, 920.925983
9, 918.200265
9, 918.200265
10, 1020.691707
10, 1020.691708
10, 981.004804
10, 981.004804
9, 980.050300
9, 980.050300
9, 979.952958
9, 979.952958
9, 979.952958
9, 979.952958
9, 979.952958
9, 981.162141
9, 928.554744
9, 928.554744
9, 928.554744
9, 928.554730
9, 928.583943
9, 928.590562
9, 928.592276
9, 268.175812
9, 268.175812
9, 268.240172
10, 268.447835
10, 268.447835
10, 268.442325
10, 268.442325
10, 268.414971
10, 268.415456
10, 268.415456
10, 268.420249
10, 268.300794
10, 268.342123
10, 268.342123
10, 268.655988
10, 267.504395
10, 267.504395
10, 267.499599
9, 164.978349
9, 167.103607
9, 167.058792
9, 167.611802
8, 167.503977
8, 167.516421
9, 157.834466
9, 157.834466
9, 157.834466
9, 157.834466
9, 157.647388
9, 157.656460
9, 157.656460
9, 158.878135
9, 158.878135
9, 158.878135
9, 158.878135
9, 158.878135
9, 159.404689
9, 159.404689
8, 163.420902
8, 163.442802
7, 164.104174
8, 164.043790
8, 166.600007
9, 167.927310
9, 167.927310
9, 167.927742
9, 167.927742
9, 167.892140
9, 167.892140
9, 167.892140
9, 167.892140
9, 167.892140
9, 168.154285
10, 167.701028
11, 167.695591
11, 167.693875
10, 167.375491
10, 167.375491
10, 165.389830
10, 164.458661
10, 164.458661
10, 164.458661
10, 164.458661
10, 164.049430
10, 164.049430
10, 163.947908
10, 163.947908
10, 163.947908
10, 163.947908
10, 163.947908
9, 167.071226
9, 166.827943
9, 167.602346
9, 167.595503
9, 167.595503
8, 174.592494
8, 174.593068
8, 174.882921
8, 174.762542
8, 174.195410
8, 174.278062
8, 2004.429455
8, 2061.754859
8, 2061.754859
8, 2065.858538
8, 2065.858538
8, 2065.858538
8, 2062.420582
8, 2062.420582
8, 2048.004997
8, 2048.004997
8, 2047.005047
8, 2047.005047
8, 2047.005047
8, 2047.005047
8, 2047.005047
8, 2046.849556
8, 2047.265905
9, 2113.328064
10, 2100.112297
10, 2100.027087
10, 2100.027087
10, 2100.364689
11, 2099.701430
11, 2099.701430
11, 2099.516941
11, 2099.502468
11, 2099.502468
11, 2099.445501
11, 2099.784777
11, 2100.878901
12, 2100.878901
12, 2099.978202
12, 2099.978202
12, 2099.977433
12, 2099.977433
12, 2099.977433
12, 2099.977433
12, 2099.977433
12, 2101.794515
12, 2100.940748
12, 2100.940748
11, 2100.940748
11, 2100.940748
11, 2100.537658
11, 2101.184975
11, 2101.184975
11, 2101.147780
11, 2559.913017
11, 2559.913017
11, 2559.820617
11, 2559.818486
11, 2559.816577
11, 2559.816577
11, 2559.816577
11, 2559.816577
11, 2559.816577
11, 2560.436076
11, 2560.436632
10, 2560.436632
10, 2560.516548
10, 2560.516548
11, 2560.518400
11, 2560.518400
11, 2560.468920
12, 163.111739
12, 163.111739
12, 155.173845
12, 150.404779
12, 150.404779
12, 150.404779
12, 150.404779
12, 150.404779
12, 238.038639
11, 332.038069
11, 332.038069
11, 332.129767
11, 332.129767
11, 270.769136
11, 270.769136
11, 270.769136
11, 270.547302
11, 270.547302
11, 270.547302
11, 270.543436
11, 270.543436
10, 270.881326
10, 270.881326
10, 270.881326
10, 270.905299
10, 270.907581
10, 270.907581
10, 270.907581
10, 271.303921
10, 299.397496
10, 299.397496
11, 299.397491
10, 296.200958
10, 296.200958
10, 295.664711
10, 295.664711
10, 295.664711
10, 293.750439
10, 293.752714
10, 293.752714
11, 233.170134
11, 233.170135
11, 233.170135
11, 233.170135
11, 234.778042
11, 234.778042
11, 234.778042
11, 234.778042
11, 234.778042
11, 234.819453
11, 235.707582
12, 234.512086
11, 224.369156
11, 224.369158
12, 225.798693
12, 231.630201
12, 231.630201
12, 231.630201
12, 231.630201
12, 231.630201
12, 231.039355
12, 231.039355
12, 230.842765
12, 230.881793
12, 230.333022
12, 230.333022
12, 230.503314
12, 183.443242
12, 183.443242
12, 183.503055
13, 277.714299
14, 277.714322
14, 277.714322
14, 277.714322
14, 245.170352
14, 243.983493
14, 228.934656
14, 228.934656
14, 219.460593
14, 219.174245
14, 219.140681
14, 227.491782
14, 681.590983
15, 699.914717
15, 701.095051
15, 700.274992
15, 699.849468
15, 704.538679
15, 704.648766
15, 704.196666
15, 704.196666
15, 704.196666
15, 706.086654
15, 706.086654
15, 706.083178
14, 715.228269
14, 715.357161
14, 730.102420
15, 730.184915
14, 321.801338
15, 322.254853
15, 322.254853
15, 321.514471
15, 321.415888
15, 321.415888
15, 321.415888
15, 323.480473
15, 324.996690
15, 325.168282
15, 325.098842
14, 323.046595
14, 323.055276
15, 323.524777
15, 323.617787
15, 323.617787
15, 323.617787
15, 323.617787
14, 323.206025
14, 323.206025
15, 277.643362
15, 277.643362
15, 277.641271
15, 277.641271
15, 277.641421
15, 278.354214
15, 277.521439
15, 277.521439
15, 277.497359
15, 277.482816
14, 277.482766
14, 273.318497
14, 196.273554
14, 196.270767
14, 196.270065
14, 196.270065
14, 196.270065
14, 196.580131
14, 197.998841
14, 197.998841
13, 198.623893
13, 198.379920
